8000;2,39396;;1;1,99449
8000;1,8945;;2;1,434942
8000;1,89487;;4;0,7308782
8000;1,89407;;8;0,3780444
8000;1,89505;;10;0,3355468
8000;1,43481;;16;0,2988308
8000;1,43519;;20;0,272384
8000;1,43394;;40;0,2917146
8000;1,43559;;;
8000;1,43518;;;
8000;0,730775;;;
8000;0,730791;;;
8000;0,730202;;;
8000;0,731251;;;
8000;0,731372;;;
8000;0,377329;;;
8000;0,379038;;;
8000;0,378769;;;
8000;0,376656;;;
8000;0,37843;;;
8000;0,336702;;;
8000;0,335423;;;
8000;0,338783;;;
8000;0,333329;;;
8000;0,333497;;;
8000;0,232263;;;
8000;0,415876;;;
8000;0,212503;;;
8000;0,214974;;;
8000;0,418538;;;
8000;0,20595;;;
8000;0,245853;;;
8000;0,325138;;;
8000;0,375862;;;
8000;0,209117;;;
8000;0,271026;;;
8000;0,307922;;;
8000;0,282081;;;
8000;0,337299;;;
8000;0,260245;;;
